,Employee_ID,Gender,Age,Relationship_Status,Hometown,Unit,Time_of_service,Time_since_promotion,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition
4078,EID_21756,M,,Married,Lebanon,Logistics,6.0,3,0,2,5.0,3.0,0.0
4079,EID_4369,M,57.0,Married,Washington,R&D,25.0,3,1,1,8.0,1.0,0.0
4080,EID_6439,F,53.0,Married,Lebanon,IT,26.0,4,1,2,2.0,4.0,0.0
4081,EID_9082,F,42.0,Married,Lebanon,R&D,17.0,3,0,1,5.0,3.0,0.0
4082,EID_19664,M,,Single,Washington,IT,9.0,1,1,5,5.0,2.0,0.0
4083,EID_21671,M,42.0,Married,Franklin,Accounting and Finance,16.0,3,0,2,6.0,4.0,0.0
4084,EID_22688,F,27.0,Single,Springfield,R&D,3.0,3,1,3,6.0,4.0,1.0
4085,EID_4898,F,56.0,Married,Franklin,IT,18.0,3,0,1,7.0,1.0,0.0
4086,EID_23249,F,37.0,Married,Franklin,Logistics,13.0,3,1,4,8.0,2.0,0.0
4087,EID_13976,M,35.0,Single,Washington,IT,12.0,4,1,4,7.0,3.0,0.0
4088,EID_4941,F,64.0,Married,Franklin,Logistics,34.0,3,0,3,8.0,2.0,0.0
4089,EID_12033,F,31.0,Single,Franklin,IT,7.0,1,1,3,7.0,2.0,0.0
4090,EID_16676,M,25.0,Married,Springfield,IT,6.0,3,1,2,7.0,1.0,0.0
4091,EID_15084,M,27.0,Married,Lebanon,Sales,4.0,1,1,4,4.0,4.0,0.0
4092,EID_18245,F,21.0,Married,Washington,Accounting and Finance,2.0,2,1,3,5.0,2.0,0.0
4093,EID_14680,F,32.0,Married,Washington,IT,7.0,4,1,4,8.0,4.0,0.0
4094,EID_17843,F,21.0,Single,Springfield,Quality,2.0,2,0,1,8.0,3.0,0.0
4095,EID_16459,F,28.0,Married,Springfield,Sales,4.0,2,1,4,8.0,1.0,0.0
4096,EID_2850,M,52.0,Married,Springfield,Human Resource Management,16.0,1,1,2,3.0,2.0,0.0
4097,EID_10067,F,45.0,Married,Franklin,Logistics,14.0,3,1,4,3.0,3.0,0.0
4098,EID_14268,F,29.0,Married,Lebanon,Sales,6.0,3,1,5,7.0,4.0,0.0
4099,EID_2985,F,56.0,Married,Lebanon,Logistics,23.0,4,0,3,6.0,2.0,0.0
4100,EID_16433,F,25.0,Married,Springfield,Sales,6.0,4,2,1,8.0,4.0,0.0
4101,EID_19554,M,27.0,Married,Clinton,IT,3.0,1,0,2,4.0,2.0,0.0
4102,EID_23775,F,54.0,Single,Springfield,Accounting and Finance,22.0,4,0,2,5.0,4.0,0.0
4103,EID_1280,M,,Married,Franklin,IT,25.0,3,1,4,4.0,3.0,0.0
4104,EID_25622,F,26.0,Married,Springfield,Accounting and Finance,4.0,3,2,3,7.0,1.0,0.0
4105,EID_19031,F,22.0,Married,Springfield,Purchasing,3.0,3,1,3,3.0,2.0,0.0
4106,EID_16782,M,22.0,Single,Franklin,IT,3.0,2,1,2,7.0,3.0,0.0
4107,EID_19077,M,20.0,Single,Clinton,IT,1.0,1,1,2,6.0,4.0,0.0
4108,EID_15832,M,27.0,Single,Franklin,Logistics,3.0,2,0,2,8.0,1.0,0.0
4109,EID_23464,F,35.0,Married,Washington,Purchasing,6.0,2,1,4,5.0,1.0,0.0
4110,EID_12200,F,39.0,Single,Lebanon,Human Resource Management,11.0,2,1,2,8.0,2.0,0.0
4111,EID_3314,F,,Married,Lebanon,Security,24.0,1,2,4,6.0,4.0,0.0
4112,EID_1409,M,56.0,Married,Springfield,Sales,30.0,2,0,2,7.0,3.0,0.0
4113,EID_8235,M,59.0,Married,Franklin,IT,28.0,1,1,1,5.0,5.0,0.0
4114,EID_9663,M,37.0,Single,Franklin,Purchasing,12.0,4,0,1,5.0,1.0,0.0
4115,EID_13046,M,32.0,Married,Lebanon,Sales,5.0,4,2,1,6.0,4.0,0.0
4116,EID_2284,F,54.0,Married,Clinton,Sales,15.0,4,0,3,8.0,2.0,0.0
4117,EID_12814,F,38.0,Single,Franklin,IT,13.0,2,1,4,4.0,2.0,0.0
4118,EID_12819,F,29.0,Married,Springfield,Sales,7.0,1,1,3,7.0,3.0,0.0
4119,EID_4462,M,63.0,Single,Lebanon,Sales,41.0,3,1,3,5.0,1.0,0.0
4120,EID_14430,M,33.0,Married,Springfield,Logistics,10.0,3,0,3,3.0,2.0,0.0
4121,EID_4886,M,56.0,Single,Lebanon,Marketing,26.0,1,1,3,8.0,1.0,0.0
4122,EID_19447,F,54.0,Married,Franklin,IT,18.0,3,0,2,8.0,1.0,0.0
4123,EID_8846,F,48.0,Married,Lebanon,Sales,17.0,3,2,3,6.0,2.0,0.0
4124,EID_24015,F,22.0,Married,Franklin,R&D,3.0,2,1,1,4.0,2.0,0.0
4125,EID_25179,F,52.0,Married,Clinton,Purchasing,23.0,1,1,4,8.0,1.0,0.0
4126,EID_10001,F,46.0,Single,Lebanon,Operarions,20.0,3,0,5,8.0,3.0,0.0
4127,EID_18305,F,20.0,Married,Washington,Accounting and Finance,1.0,1,1,1,1.0,4.0,1.0
4128,EID_3986,F,49.0,Married,Washington,Purchasing,12.0,2,1,3,5.0,4.0,0.0
4129,EID_16595,M,25.0,Married,Springfield,Security,,3,1,2,2.0,3.0,0.0
4130,EID_13499,M,36.0,Married,Lebanon,Marketing,14.0,3,0,3,7.0,1.0,0.0
4131,EID_10453,M,44.0,Married,Franklin,Operarions,11.0,3,0,3,9.0,1.0,0.0
4132,EID_19275,M,20.0,Married,Washington,Accounting and Finance,1.0,1,1,2,7.0,4.0,0.0
4133,EID_25344,F,28.0,Married,Lebanon,Production,6.0,4,0,5,6.0,4.0,0.0
4134,EID_20357,F,42.0,Married,Clinton,Sales,18.0,2,1,3,6.0,3.0,0.0
4135,EID_6684,M,47.0,Single,Springfield,Production,22.0,1,2,3,4.0,3.0,0.0
4136,EID_16670,F,25.0,Married,Springfield,Production,6.0,1,1,3,4.0,1.0,0.0
4137,EID_3888,F,58.0,Married,Clinton,Logistics,21.0,3,1,5,4.0,1.0,0.0
4138,EID_17200,M,26.0,Single,Lebanon,Operarions,2.0,1,0,4,6.0,2.0,0.0
4139,EID_12455,M,30.0,Single,Springfield,Operarions,8.0,1,1,2,7.0,3.0,0.0
4140,EID_24401,F,37.0,Married,Franklin,Sales,14.0,3,1,3,8.0,2.0,0.0
4141,EID_5487,M,50.0,Single,Washington,IT,28.0,2,1,3,8.0,4.0,0.0
4142,EID_7262,M,42.0,Single,Lebanon,IT,16.0,1,1,3,5.0,4.0,0.0
4143,EID_2670,F,53.0,Single,Lebanon,Operarions,31.0,4,0,2,6.0,5.0,0.0
4144,EID_22629,M,47.0,Married,Lebanon,Logistics,22.0,3,0,1,7.0,1.0,0.0
4145,EID_3114,M,55.0,Single,Lebanon,IT,32.0,4,0,5,6.0,3.0,0.0
4146,EID_1374,F,,Married,Springfield,Logistics,39.0,4,0,4,8.0,2.0,0.0
4147,EID_7794,M,50.0,Married,Clinton,Accounting and Finance,14.0,1,0,2,8.0,2.0,0.0
4148,EID_9471,M,38.0,Single,Lebanon,Sales,9.0,4,1,4,5.0,1.0,0.0
4149,EID_21023,F,37.0,Married,Springfield,IT,14.0,2,1,2,8.0,3.0,0.0
4150,EID_24710,F,37.0,Single,Springfield,Logistics,12.0,3,1,5,6.0,1.0,0.0
4151,EID_16018,F,26.0,Single,Springfield,Sales,3.0,3,0,3,5.0,1.0,0.0
4152,EID_25327,F,42.0,Married,Springfield,Logistics,14.0,3,1,3,5.0,1.0,0.0
4153,EID_6520,F,53.0,Married,Franklin,Sales,21.0,3,1,3,6.0,3.0,0.0
4154,EID_3893,M,49.0,Married,Springfield,Logistics,21.0,2,0,1,7.0,3.0,0.0
4155,EID_7366,M,46.0,Married,Lebanon,IT,21.0,2,2,5,9.0,2.0,0.0
4156,EID_23304,M,26.0,Married,Lebanon,Logistics,2.0,2,0,3,9.0,4.0,0.0
4157,EID_1585,F,60.0,Married,Lebanon,Accounting and Finance,26.0,2,1,2,5.0,1.0,0.0
4158,EID_5284,M,51.0,Married,Franklin,IT,22.0,2,1,2,8.0,4.0,0.0
4159,EID_17893,F,22.0,Single,Franklin,Operarions,3.0,2,1,1,2.0,3.0,0.0
4160,EID_12949,F,37.0,Married,Washington,Quality,8.0,3,1,3,7.0,4.0,0.0
4161,EID_14504,F,25.0,Single,Lebanon,IT,6.0,2,1,4,5.0,2.0,0.0
4162,EID_15945,M,,Single,Franklin,Operarions,8.0,4,1,4,5.0,1.0,0.0
4163,EID_23396,M,31.0,Married,Washington,IT,4.0,1,1,3,9.0,2.0,0.0
4164,EID_9046,F,61.0,Married,Clinton,IT,27.0,4,1,2,4.0,4.0,1.0
4165,EID_2834,F,56.0,Married,Lebanon,R&D,20.0,1,1,1,7.0,1.0,1.0
4166,EID_18757,M,19.0,Married,Lebanon,Sales,0.0,0,1,3,2.0,1.0,0.0
4167,EID_16853,M,27.0,Married,Franklin,Production,3.0,3,1,2,5.0,3.0,0.0
4168,EID_17609,F,21.0,Single,Lebanon,Human Resource Management,2.0,2,1,1,5.0,1.0,0.0
4169,EID_1909,M,64.0,Married,Lebanon,Operarions,40.0,3,1,1,2.0,4.0,0.0
4170,EID_22591,F,47.0,Single,Springfield,Logistics,10.0,3,1,2,7.0,1.0,0.0
4171,EID_12053,F,34.0,Married,Lebanon,Logistics,6.0,3,1,4,4.0,2.0,0.0
4172,EID_5905,F,54.0,Married,Springfield,Sales,19.0,1,1,3,4.0,3.0,1.0
4173,EID_15754,F,23.0,Single,Lebanon,Logistics,4.0,3,2,4,3.0,1.0,0.0
4174,EID_21617,F,42.0,Single,Lebanon,Production,12.0,1,2,2,8.0,4.0,0.0
4175,EID_22389,F,27.0,Single,Lebanon,Quality,5.0,3,1,2,4.0,3.0,0.0
4176,EID_1607,F,60.0,Single,Franklin,Logistics,33.0,3,1,2,4.0,3.0,0.0
4177,EID_10970,M,43.0,Married,Springfield,Operarions,6.0,3,0,3,6.0,2.0,0.0
4178,EID_24191,F,54.0,Married,Springfield,Accounting and Finance,18.0,1,0,3,5.0,1.0,0.0
4179,EID_16994,F,24.0,Married,Lebanon,Sales,5.0,3,1,1,6.0,2.0,0.0
4180,EID_21925,M,52.0,Single,Lebanon,IT,30.0,1,0,2,5.0,2.0,0.0
4181,EID_14668,F,33.0,Single,Springfield,Accounting and Finance,6.0,1,1,4,6.0,2.0,0.0
4182,EID_6606,M,48.0,Married,Lebanon,Accounting and Finance,15.0,4,1,3,6.0,2.0,0.0
4183,EID_20968,F,,Married,Lebanon,IT,6.0,3,1,5,8.0,1.0,0.0
4184,EID_10612,F,35.0,Married,Washington,IT,9.0,2,1,1,9.0,1.0,0.0
4185,EID_16856,M,27.0,Single,Lebanon,Logistics,5.0,1,0,3,8.0,3.0,0.0
4186,EID_5087,F,47.0,Married,Franklin,IT,16.0,1,0,5,8.0,3.0,0.0
4187,EID_21735,F,35.0,Married,Franklin,Operarions,12.0,2,2,4,6.0,3.0,0.0
4188,EID_18924,F,20.0,Single,Clinton,Logistics,1.0,1,2,2,8.0,4.0,0.0
4189,EID_21922,F,35.0,Single,Springfield,R&D,11.0,3,0,2,8.0,2.0,0.0
4190,EID_19719,M,52.0,Single,Lebanon,Logistics,28.0,4,1,2,3.0,3.0,1.0
4191,EID_23519,F,42.0,Single,Washington,R&D,14.0,3,1,3,6.0,4.0,0.0
4192,EID_15909,F,30.0,Married,Clinton,Purchasing,6.0,3,1,5,9.0,1.0,0.0
4193,EID_9900,F,37.0,Married,Clinton,R&D,14.0,3,2,3,5.0,2.0,0.0
4194,EID_23686,F,27.0,Married,Lebanon,IT,3.0,3,2,5,8.0,3.0,0.0
4195,EID_17335,F,22.0,Single,Franklin,Human Resource Management,3.0,2,1,2,5.0,3.0,0.0
4196,EID_3425,F,50.0,Single,Franklin,Purchasing,23.0,3,0,3,6.0,2.0,0.0
4197,EID_16184,M,23.0,Married,Lebanon,Human Resource Management,4.0,4,1,1,4.0,3.0,0.0
4198,EID_15179,M,31.0,Single,Lebanon,Human Resource Management,3.0,1,1,3,5.0,4.0,0.0
4199,EID_14698,F,33.0,Single,Springfield,Logistics,10.0,1,1,3,6.0,2.0,0.0
4200,EID_1233,F,60.0,Married,Franklin,Purchasing,27.0,4,0,1,10.0,1.0,0.0
4201,EID_3459,F,59.0,Married,Washington,Sales,22.0,4,1,5,9.0,3.0,1.0
4202,EID_9553,F,,Married,Lebanon,Accounting and Finance,38.0,3,1,3,5.0,3.0,0.0
4203,EID_11476,F,32.0,Married,Springfield,Quality,8.0,4,0,3,1.0,1.0,0.0
4204,EID_2061,F,54.0,Single,Springfield,Accounting and Finance,20.0,2,1,4,8.0,4.0,0.0
4205,EID_23867,F,26.0,Single,Franklin,Logistics,2.0,2,1,3,6.0,3.0,1.0
4206,EID_10056,F,40.0,Single,Springfield,Sales,16.0,1,1,5,7.0,1.0,0.0
4207,EID_22633,F,54.0,Married,Springfield,Sales,24.0,4,1,2,4.0,3.0,0.0
4208,EID_23315,F,30.0,Single,Washington,Sales,8.0,3,0,1,4.0,3.0,0.0
4209,EID_2906,F,61.0,Single,Lebanon,IT,30.0,3,1,2,6.0,1.0,0.0
4210,EID_1469,F,56.0,Single,Springfield,Sales,33.0,4,1,1,8.0,1.0,1.0
4211,EID_14613,M,25.0,Single,Lebanon,Purchasing,6.0,4,1,3,4.0,1.0,0.0
4212,EID_11920,M,35.0,Married,Springfield,Human Resource Management,12.0,3,1,1,6.0,4.0,0.0
4213,EID_18050,M,21.0,Married,Springfield,Logistics,2.0,2,1,3,9.0,4.0,0.0
4214,EID_11228,F,37.0,Married,Washington,Operarions,14.0,2,0,2,4.0,3.0,0.0
4215,EID_17109,F,27.0,Married,Springfield,Accounting and Finance,5.0,1,0,5,6.0,2.0,0.0
4216,EID_9462,F,38.0,Married,Springfield,R&D,15.0,3,2,4,6.0,1.0,0.0
4217,EID_1823,F,59.0,Married,Springfield,R&D,,1,1,2,6.0,1.0,0.0
4218,EID_3203,M,60.0,Married,Franklin,IT,34.0,3,1,1,8.0,1.0,0.0
4219,EID_9231,M,65.0,Married,Clinton,Logistics,37.0,2,2,4,9.0,2.0,0.0
4220,EID_19213,F,19.0,Single,Washington,IT,0.0,0,1,3,8.0,2.0,0.0
4221,EID_15728,M,30.0,Married,Springfield,Sales,,3,1,4,1.0,1.0,0.0
4222,EID_5895,F,,Single,Lebanon,Human Resource Management,20.0,4,1,1,6.0,4.0,0.0
4223,EID_24471,M,60.0,Single,Washington,Sales,37.0,4,1,1,1.0,4.0,0.0
4224,EID_2897,F,,Single,Springfield,IT,28.0,3,1,2,8.0,3.0,0.0
4225,EID_24012,M,60.0,Married,Springfield,Production,23.0,1,2,1,9.0,3.0,0.0
4226,EID_22053,M,42.0,Married,Franklin,Marketing,15.0,4,0,3,8.0,1.0,0.0
4227,EID_17994,F,,Married,Washington,Sales,5.0,2,1,3,8.0,4.0,0.0
4228,EID_9063,F,47.0,Married,Springfield,Logistics,10.0,1,1,3,8.0,2.0,0.0
4229,EID_25554,F,45.0,Single,Lebanon,R&D,23.0,4,1,3,7.0,1.0,0.0
4230,EID_17904,M,24.0,Married,Springfield,IT,5.0,4,0,2,9.0,3.0,0.0
4231,EID_3482,M,50.0,Married,Lebanon,Logistics,20.0,4,1,4,5.0,2.0,0.0
4232,EID_3771,F,54.0,Single,Clinton,Quality,23.0,4,1,1,5.0,2.0,0.0
4233,EID_13437,M,27.0,Single,Springfield,Operarions,5.0,2,0,2,6.0,3.0,0.0
4234,EID_4525,F,48.0,Married,Springfield,Sales,17.0,2,1,4,6.0,1.0,0.0
4235,EID_4083,F,54.0,Single,Lebanon,Human Resource Management,15.0,2,1,5,2.0,3.0,1.0
4236,EID_18459,F,20.0,Married,Lebanon,Sales,1.0,1,1,1,8.0,1.0,0.0
4237,EID_10171,M,36.0,Single,Lebanon,IT,14.0,1,1,3,7.0,3.0,0.0
4238,EID_13860,M,,Married,Lebanon,Logistics,11.0,3,0,4,2.0,1.0,0.0
4239,EID_1457,F,56.0,Married,Washington,Sales,34.0,4,0,3,9.0,2.0,0.0
4240,EID_23670,F,,Single,Washington,Sales,3.0,1,0,3,7.0,1.0,0.0
4241,EID_13495,M,27.0,Married,Franklin,Logistics,3.0,1,1,2,8.0,4.0,1.0
4242,EID_19262,F,21.0,Single,Washington,Operarions,2.0,2,0,2,4.0,3.0,0.0
4243,EID_7580,M,50.0,Married,Springfield,Logistics,15.0,2,0,2,4.0,3.0,0.0
4244,EID_2467,F,57.0,Married,Lebanon,Operarions,24.0,3,1,2,5.0,1.0,0.0
4245,EID_1381,M,58.0,Married,Washington,Logistics,25.0,3,0,1,8.0,1.0,0.0
4246,EID_4352,M,52.0,Married,Springfield,IT,22.0,1,1,4,9.0,4.0,0.0
4247,EID_17952,M,24.0,Married,Washington,Logistics,5.0,3,1,1,4.0,2.0,0.0
4248,EID_11229,F,33.0,Married,Washington,Operarions,11.0,2,1,2,5.0,1.0,0.0
4249,EID_12941,M,32.0,Married,Lebanon,Sales,7.0,2,1,1,5.0,2.0,0.0
4250,EID_22852,M,42.0,Single,Lebanon,Sales,14.0,1,1,4,7.0,4.0,0.0
4251,EID_8918,F,39.0,Married,Springfield,Marketing,13.0,3,0,4,5.0,4.0,1.0
4252,EID_13606,F,27.0,Married,Franklin,Human Resource Management,3.0,3,0,5,6.0,1.0,0.0
4253,EID_1730,M,59.0,Married,Franklin,Purchasing,31.0,2,0,1,8.0,3.0,1.0
4254,EID_4831,M,47.0,Single,Lebanon,Logistics,10.0,2,2,4,5.0,1.0,0.0
4255,EID_2533,F,57.0,Single,Washington,Human Resource Management,28.0,3,2,3,2.0,1.0,0.0
4256,EID_8632,F,48.0,Single,Springfield,Sales,23.0,3,1,3,6.0,3.0,0.0
4257,EID_7038,F,63.0,Married,Clinton,Purchasing,30.0,1,0,5,8.0,3.0,0.0
4258,EID_6823,F,43.0,Married,Lebanon,Purchasing,7.0,2,1,1,5.0,2.0,0.0
4259,EID_6772,M,43.0,Married,Lebanon,Accounting and Finance,8.0,3,1,5,6.0,3.0,0.0
4260,EID_22518,F,54.0,Married,Washington,Operarions,25.0,2,1,2,6.0,3.0,0.0
4261,EID_15643,M,23.0,Married,Franklin,Accounting and Finance,4.0,1,1,4,9.0,3.0,0.0
4262,EID_20814,M,26.0,Single,Lebanon,IT,,3,2,2,9.0,3.0,0.0
4263,EID_18451,M,21.0,Married,Lebanon,Production,2.0,2,1,2,7.0,3.0,0.0
4264,EID_8614,F,48.0,Married,Washington,Accounting and Finance,14.0,3,1,4,6.0,3.0,0.0
4265,EID_3775,M,50.0,Single,Clinton,Accounting and Finance,25.0,4,1,4,6.0,4.0,0.0
4266,EID_24335,M,37.0,Single,Springfield,Logistics,9.0,3,1,2,2.0,2.0,0.0
4267,EID_13251,F,27.0,Married,Lebanon,IT,4.0,1,1,1,7.0,3.0,0.0
4268,EID_9574,M,46.0,Married,Lebanon,Sales,16.0,1,0,4,9.0,5.0,1.0
4269,EID_24792,F,26.0,Married,Clinton,IT,4.0,1,1,2,8.0,2.0,1.0
4270,EID_23398,M,32.0,Married,Springfield,Human Resource Management,3.0,1,2,1,6.0,2.0,0.0
4271,EID_18930,M,20.0,Married,Lebanon,R&D,1.0,1,1,3,3.0,4.0,0.0
4272,EID_15611,M,,Married,Franklin,R&D,3.0,1,0,4,4.0,1.0,0.0
4273,EID_10113,F,40.0,Married,Lebanon,Human Resource Management,17.0,3,1,3,8.0,2.0,0.0
4274,EID_9371,F,59.0,Single,Franklin,Accounting and Finance,30.0,2,1,3,8.0,3.0,0.0
4275,EID_23203,M,52.0,Single,Springfield,Sales,28.0,3,1,5,4.0,3.0,0.0
4276,EID_6514,F,53.0,Married,Lebanon,IT,20.0,3,2,1,4.0,3.0,0.0
4277,EID_5651,F,55.0,Married,Springfield,Logistics,25.0,2,1,3,8.0,3.0,0.0
4278,EID_17194,M,26.0,Married,Lebanon,Accounting and Finance,2.0,2,1,3,6.0,4.0,0.0
4279,EID_21668,F,25.0,Married,Clinton,Logistics,6.0,4,1,4,5.0,2.0,0.0
4280,EID_21526,F,27.0,Married,Franklin,Production,5.0,1,1,1,4.0,3.0,0.0
4281,EID_14488,M,28.0,Married,Washington,Accounting and Finance,6.0,2,0,3,5.0,2.0,1.0
4282,EID_21503,M,31.0,Single,Franklin,IT,7.0,4,1,2,6.0,4.0,1.0
4283,EID_8702,M,43.0,Single,Springfield,IT,19.0,4,1,2,5.0,1.0,0.0
4284,EID_1482,F,,Single,Lebanon,Logistics,34.0,2,1,3,7.0,1.0,0.0
4285,EID_24021,F,22.0,Single,Washington,IT,3.0,3,1,4,2.0,3.0,0.0
4286,EID_19488,M,35.0,Married,Lebanon,Operarions,11.0,1,1,2,6.0,4.0,0.0
4287,EID_22898,F,25.0,Married,Lebanon,Operarions,6.0,1,0,3,3.0,3.0,0.0
4288,EID_24863,M,19.0,Single,Franklin,Sales,0.0,0,1,5,8.0,4.0,0.0
4289,EID_20982,F,27.0,Married,Springfield,Sales,3.0,3,1,3,7.0,3.0,0.0
4290,EID_7522,F,65.0,Married,Franklin,Sales,32.0,2,2,1,8.0,3.0,1.0
4291,EID_1826,F,59.0,Married,Lebanon,Purchasing,33.0,3,1,3,5.0,3.0,0.0
4292,EID_8390,M,62.0,Single,Lebanon,R&D,34.0,3,2,4,9.0,2.0,0.0
4293,EID_2257,M,54.0,Married,Franklin,IT,24.0,3,2,1,6.0,3.0,0.0
4294,EID_24208,M,30.0,Single,Clinton,Marketing,8.0,1,1,3,6.0,2.0,0.0
4295,EID_20917,M,22.0,Married,Lebanon,IT,3.0,2,2,4,6.0,1.0,0.0
4296,EID_5177,F,63.0,Single,Lebanon,Production,39.0,2,1,1,7.0,3.0,0.0
4297,EID_5063,M,47.0,Single,Lebanon,IT,22.0,2,1,3,4.0,4.0,0.0
4298,EID_21090,F,25.0,Married,Lebanon,Sales,6.0,2,1,2,5.0,1.0,0.0
4299,EID_4556,F,57.0,Single,Lebanon,Logistics,22.0,4,1,3,8.0,1.0,0.0
4300,EID_22438,M,42.0,Single,Washington,Accounting and Finance,17.0,1,1,4,7.0,1.0,0.0
4301,EID_8446,M,49.0,Married,Springfield,Operarions,12.0,3,1,2,8.0,4.0,0.0
4302,EID_11142,F,42.0,Single,Franklin,R&D,8.0,1,1,3,4.0,4.0,1.0
4303,EID_11499,M,36.0,Married,Clinton,R&D,13.0,2,1,3,8.0,4.0,0.0
4304,EID_17014,F,27.0,Married,Franklin,IT,5.0,1,0,5,4.0,2.0,0.0
4305,EID_1408,M,58.0,Married,Lebanon,Sales,27.0,4,1,3,6.0,4.0,0.0
4306,EID_5143,M,51.0,Married,Springfield,Operarions,13.0,4,1,3,4.0,2.0,0.0
4307,EID_8624,M,43.0,Married,Washington,R&D,4.0,3,1,3,4.0,2.0,0.0
4308,EID_24736,F,35.0,Married,Washington,Accounting and Finance,9.0,3,0,5,8.0,1.0,0.0
4309,EID_8962,F,43.0,Married,Springfield,Human Resource Management,18.0,2,2,4,3.0,1.0,0.0
4310,EID_8993,M,,Married,Franklin,Sales,14.0,3,1,2,7.0,3.0,0.0
4311,EID_17800,F,23.0,Single,Lebanon,IT,4.0,3,0,3,6.0,1.0,0.0
4312,EID_13600,F,,Single,Franklin,R&D,3.0,1,0,2,8.0,3.0,0.0
4313,EID_16771,M,23.0,Married,Lebanon,Logistics,4.0,2,0,4,10.0,3.0,0.0
4314,EID_24604,F,,Married,Washington,Sales,4.0,2,1,2,8.0,4.0,0.0
4315,EID_6018,F,,Married,Lebanon,R&D,21.0,3,0,4,5.0,2.0,1.0
4316,EID_7653,M,45.0,Married,Clinton,Accounting and Finance,15.0,1,1,3,7.0,2.0,0.0
4317,EID_17196,M,21.0,Single,Franklin,Logistics,2.0,2,0,3,10.0,3.0,0.0
4318,EID_19677,M,28.0,Single,Springfield,Logistics,5.0,4,0,5,6.0,3.0,0.0
4319,EID_23330,F,25.0,Married,Lebanon,Operarions,6.0,3,1,3,4.0,3.0,0.0
4320,EID_14773,M,29.0,Married,Springfield,Marketing,,4,1,2,6.0,1.0,1.0
4321,EID_7391,F,42.0,Single,Washington,Operarions,14.0,4,1,1,6.0,1.0,0.0
4322,EID_17358,M,24.0,Married,Franklin,IT,5.0,2,1,1,6.0,2.0,0.0
4323,EID_4231,M,65.0,Married,Clinton,Logistics,33.0,4,1,2,9.0,3.0,0.0
4324,EID_1069,F,58.0,Married,Lebanon,R&D,26.0,2,1,3,6.0,3.0,0.0
4325,EID_19398,F,20.0,Single,Springfield,Logistics,,1,1,2,9.0,3.0,0.0
4326,EID_16503,F,22.0,Single,Springfield,Logistics,3.0,2,1,5,5.0,4.0,0.0
4327,EID_9898,F,46.0,Married,Washington,Logistics,7.0,2,1,2,6.0,3.0,0.0
4328,EID_14080,M,25.0,Married,Franklin,Logistics,6.0,3,1,1,7.0,3.0,0.0
4329,EID_19352,F,21.0,Married,Washington,Marketing,2.0,1,0,2,6.0,3.0,0.0
4330,EID_1248,F,65.0,Married,Springfield,Sales,28.0,4,1,3,5.0,2.0,0.0
4331,EID_7185,M,62.0,Married,Springfield,Marketing,36.0,1,1,4,5.0,4.0,0.0
4332,EID_4243,M,58.0,Single,Lebanon,Sales,22.0,3,1,3,6.0,3.0,0.0
4333,EID_22690,F,35.0,Married,Lebanon,Production,9.0,2,1,2,10.0,3.0,0.0
4334,EID_7563,M,46.0,Married,Franklin,Sales,13.0,4,1,1,5.0,1.0,0.0
4335,EID_14126,M,,Married,Springfield,IT,8.0,3,0,5,9.0,3.0,0.0
4336,EID_18763,F,,Single,Lebanon,IT,0.0,0,0,5,5.0,4.0,0.0
4337,EID_17975,F,20.0,Married,Lebanon,Marketing,1.0,1,1,4,9.0,1.0,0.0
4338,EID_5652,M,50.0,Single,Springfield,IT,28.0,2,1,3,8.0,4.0,0.0
4339,EID_2601,M,53.0,Married,Lebanon,Purchasing,18.0,2,1,5,4.0,3.0,0.0
4340,EID_13053,M,,Married,Clinton,R&D,5.0,1,2,5,8.0,3.0,0.0
4341,EID_2602,M,,Married,Franklin,Purchasing,35.0,2,1,3,6.0,2.0,0.0
4342,EID_1746,F,55.0,Married,Lebanon,Logistics,24.0,2,2,2,8.0,3.0,0.0
4343,EID_15952,M,,Single,Springfield,R&D,3.0,3,0,4,9.0,4.0,0.0
4344,EID_10708,M,38.0,Married,Springfield,IT,14.0,3,0,2,5.0,1.0,0.0
4345,EID_24874,F,27.0,Married,Lebanon,IT,5.0,3,2,3,6.0,4.0,0.0
4346,EID_20069,F,47.0,Married,Franklin,Purchasing,20.0,3,0,3,6.0,3.0,0.0
4347,EID_8605,F,,Married,Washington,Accounting and Finance,19.0,1,1,5,9.0,2.0,1.0
4348,EID_1553,F,56.0,Married,Washington,Quality,29.0,1,0,1,5.0,4.0,0.0
4349,EID_3838,F,54.0,Married,Washington,Sales,24.0,3,0,4,7.0,2.0,0.0
4350,EID_16272,F,23.0,Married,Franklin,Logistics,4.0,2,1,2,6.0,3.0,0.0
4351,EID_5965,F,65.0,Single,Lebanon,Logistics,36.0,3,1,2,6.0,3.0,0.0
4352,EID_3826,F,50.0,Single,Springfield,Marketing,13.0,3,0,4,9.0,3.0,0.0
4353,EID_14254,F,,Married,Lebanon,R&D,6.0,1,2,3,6.0,1.0,0.0
4354,EID_23933,F,31.0,Single,Springfield,Quality,9.0,4,0,4,6.0,3.0,0.0
4355,EID_20720,M,22.0,Single,Washington,R&D,3.0,3,1,3,5.0,1.0,0.0
4356,EID_15796,F,26.0,Married,Washington,R&D,,1,1,1,10.0,1.0,0.0
4357,EID_19344,F,20.0,Married,Franklin,Sales,1.0,1,1,2,2.0,3.0,0.0
